id;vertex_index;vertex_part;vertex_part_ring;vertex_part_index;distance;angle;lon(x);lat(y)
1;0;0;0;0;0.00000000000000;44.96140137546115;-109.497;57.321
1;1;0;0;1;0.05059918445899;134.77144390042653;-109.447;57.321
1;2;0;0;2;0.06013545239756;224.20900911179652;-109.446;57.311
1;3;0;0;3;0.09057301216891;223.33666038669733;-109.477;57.311
1;4;0;0;4;0.09612698386842;224.49003489674843;-109.477;57.305
1;5;0;0;5;0.11656756209946;0.60389295493985;-109.497;57.305
1;6;0;0;6;0.11656756209946;44.94844814194238;-109.497;57.305
1;7;0;0;7;0.13182908897991;44.96140137546115;-109.497;57.321
